"State","County","dem.Count12","gop.Count12"
"NE","Wheeler",93,345
"NE","York",1352,4814
"NH","Belknap",15890,17571
"NH","Carroll",13977,14207
"NH","Cheshire",25380,15156
"NH","Coos",9095,6342
"NH","Grafton",28510,19010
"NH","Hillsborough",102303,99991
"NH","Merrimack",40198,37674
"NH","Rockingham",80142,87921
"NH","Strafford",36026,26729
"NH","Sullivan",10210,10796
"NJ","Atlantic",59509,41918
"NJ","Bergen",193470,155267
"NJ","Burlington",115951,79110
"NJ","Camden",137795,63329
"NJ","Cape May",21275,25488
"NJ","Cumberland",30172,18767
"NJ","Essex",217950,61595
"NJ","Gloucester",72960,58915
"NJ","Hudson",136239,38082
"NJ","Hunterdon",25148,36979
"NJ","Mercer",94300,43155
"NJ","Middlesex",179515,102472
"NJ","Monmouth",125471,140376
"NJ","Morris",90313,114265
"NJ","Ocean",96500,138594
"NJ","Passaic",104057,59181
"NJ","Salem",14456,14214
"NJ","Somerset",70168,63159
"NJ","Sussex",23406,37215
"NJ","Union",134220,66457
"NJ","Warren",17869,24695
"NM","Bernalillo",147183,104242
"NM","Catron",557,1474
"NM","Chaves",6621,13271
"NM","Cibola",4907,2966
"NM","Colfax",2879,2763
"NM","Curry",3956,9150
"NM","DeBaca",287,586
"NM","Dona Ana",36778,26988
"NM","Eddy",6110,12546
"NM","Grant",7009,5286
"NM","Guadalupe",1388,518
"NM","Harding",260,326
"NM","Hidalgo",994,895
"NM","Lea",4068,12480
"NM","Lincoln",2931,5940
"NM","Los Alamos",5191,4796
"NM","Luna",3573,3654
"NM","McKinley",15363,5420
"NM","Mora",1952,591
"NM","Otero",6715,12219
"NM","Quay",1382,2194
"NM","Rio Arriba",11389,3373
"NM","Roosevelt",1719,4032
"NM","San Juan",15688,28779
"NM","San Miguel",8754,2281
"NM","Sandoval",26831,24124
"NM","Santa Fe",49668,15145
"NM","Sierra",1963,2928
"NM","Socorro",3983,2698
"NM","Taos",11855,2710
"NM","Torrance",2414,3521
"NM","Union",471,1231
"NM","Valencia",13473,12788
"NV","Carson City",10290,12394
"NV","Churchill",2961,7061
"NV","Clark",387978,288223
"NV","Douglas",9288,16264
"NV","Elko",3510,12013
"NV","Esmeralda",92,317
"NV","Eureka",107,663
"NV","Humboldt",1737,3810
"NV","Lander",534,1580
"NV","Lincoln",400,1691
"NV","Lyon",7380,13520
"NV","Mineral",863,1080
"NV","Nye",6320,10566
"NV","Pershing",632,1167
"NV","Storey",920,1321
"NV","Washoe",94806,88151
"NV","White Pine",983,2601
"NY","Albany",80891,42029
"NY","Allegany",5658,9609
"NY","Bronx",288378,26304
"NY","Broome",38315,34878
"NY","Cattaraugus",11695,15406
"NY","Cayuga",14162,11355
"NY","Chautauqua",21815,25795
"NY","Chemung",15285,16207
"NY","Chenango",8340,8933
"NY","Clinton",17123,10054
"NY","Columbia",14244,11194
"NY","Cortland",9445,7886
"NY","Delaware",7469,9085
"NY","Dutchess",59885,52320
"NY","Erie",220184,159678
"NY","Essex",8835,6495
"NY","Franklin",9065,5248
"NY","Fulton",7916,9811
"NY","Genesee",8886,13701
"NY","Greene",7911,9935
"NY","Hamilton",955,1652
"NY","Herkimer",10433,12389
"NY","Jefferson",15345,16279
"NY","Kings",503291,108630
"NY","Lewis",4263,5083
"NY","Livingston",10889,13210
"NY","Madison",12698,12611
"NY","Monroe",178491,124769
"NY","Montgomery",7881,8622
"NY","Nassau",243649,212882
"NY","New York",417861,72300
"NY","Niagara",40862,40397
"NY","Oneida",37388,41639
"NY","Onondaga",112664,72807
"NY","Ontario",21285,21998
"NY","Orange",67709,60984
"NY","Orleans",5411,8076
"NY","Oswego",21733,18503
"NY","Otsego",10975,10527
"NY","Putnam",17851,22436
"NY","Queens",399970,103193
"NY","Rensselaer",34713,27240
"NY","Richmond",67524,66420
"NY","Rockland",60446,52936
"NY","Saint Lawrence",19574,13914
"NY","Saratoga",48876,46829
"NY","Schenectady",33777,24608
"NY","Schoharie",4862,6849
"NY","Schuyler",3354,3942
"NY","Seneca",6526,5405
"NY","Steuben",14586,20425
"NY","Suffolk",274830,259348
"NY","Sullivan",13781,11148
"NY","Tioga",8263,11278
"NY","Tompkins",24447,10202
"NY","Ulster",43164,27340
"NY","Warren",13112,12571
"NY","Washington",10596,10254
"NY","Wayne",15136,18315
"NY","Westchester",171908,108707
"NY","Wyoming",5224,9726
"NY","Yates",4021,4270
"OH","Adams",3857,6691
"OH","Allen",16869,28802
"OH","Ashland",8083,15225
"OH","Ashtabula",22964,17890
"OH","Athens",17268,8118
"OH","Auglaize",5643,16802
"OH","Belmont",13826,16418
"OH","Brown",6923,11671
"OH","Butler",59282,102226
"OH","Carroll",5396,7177
"OH","Champaign",7826,11852
"OH","Clark",30022,31116
"OH","Clermont",29334,62527
"OH","Clinton",5534,11740
"OH","Columbiana",19351,24778
"OH","Coshocton",6841,8312
"OH","Crawford",7207,11561
"OH","Cuyahoga",420953,184475
"OH","Darke",6610,17745
"OH","Defiance",7438,9935
"OH","Delaware",36131,58980
"OH","Erie",20969,16655
"OH","Fairfield",28831,40134
"OH","Fayette",4075,6456
"OH","Franklin",325654,207941
"OH","Fulton",8790,11521
"OH","Gallia",3418,5912
"OH","Geauga",19295,30104
"OH","Greene",31028,48683
"OH","Guernsey",7226,8811
"OH","Hamilton",208508,188653
"OH","Hancock",12192,22077
"OH","Hardin",4487,7337
"OH","Harrison",2895,3936
"OH","Henry",5513,8111
"OH","Highland",5772,11032
"OH","Hocking",6010,6150
"OH","Holmes",2568,8563
"OH","Huron",10673,12821
"OH","Jackson",4965,7651
"OH","Jefferson",14960,16729
"OH","Knox",10154,16873
"OH","Lake",55219,57150
"OH","Lawrence",10454,14371
"OH","Licking",32264,43604
"OH","Logan",6789,13323
"OH","Lorain",78112,58095
"OH","Lucas",129229,68100
"OH","Madison",6700,10215
"OH","Mahoning",74298,41702
"OH","Marion",11933,13938
"OH","Medina",37841,49464
"OH","Meigs",3911,5782
"OH","Mercer",4609,16207
"OH","Miami",15731,33650
"OH","Monroe",3007,3540
"OH","Montgomery",128983,121188
"OH","Morgan",2772,3136
"OH","Morrow",5780,9662
"OH","Muskingum",16327,18826
"OH","Noble",2082,3498
"OH","Ottawa",11214,10323
"OH","Paulding",3435,5248
"OH","Perry",6857,7498
"OH","Pickaway",9335,13713
"OH","Pike",5490,5535
"OH","Portage",38082,34465
"OH","Preble",6005,13202
"OH","Putnam",4238,13563
"OH","Richland",21785,33057
"OH","Ross",13895,14582
"OH","Sandusky",14035,13491
"OH","Scioto",14432,15023
"OH","Seneca",10962,13025
"OH","Shelby",6065,16700
"OH","Stark",86314,86958
"OH","Summit",147146,108700
"OH","Trumbull",59446,37545
"OH","Tuscarawas",17516,21420
"OH","Union",8546,15947
"OH","Van Wert",3923,9433
"OH","Vinton",2382,2798
"OH","Warren",31907,74626
"OH","Washington",11333,16921
"OH","Wayne",18932,29450
"OH","Williams",7045,9863
"OH","Wood",31596,28997
"OH","Wyandot",3962,6054
"OK","Adair",2110,4362
"OK","Alfalfa",278,1539
"OK","Atoka",1241,3534
"OK","Beaver",243,2057
"OK","Beckham",1413,5496
"OK","Blaine",991,2824
"OK","Bryan",3533,9188
"OK","Caddo",3151,5660
"OK","Canadian",10533,35615
"OK","Carter",4907,12213
"OK","Cherokee",6137,8151
"OK","Choctaw",1494,3572
"OK","Cimarron",115,1082
"OK","Cleveland",34701,59019
"OK","Coal",648,1709
"OK","Comanche",12517,17657
"OK","Cotton",657,1796
"OK","Craig",1746,3552
"OK","Creek",7114,18964
"OK","Custer",2358,7442
"OK","Delaware",4176,10056
"OK","Dewey",301,1769
"OK","Ellis",226,1575
"OK","Garfield",4732,15176
"OK","Garvin",2556,6922
"OK","Grady",4780,14818
"OK","Grant",393,1674
"OK","Greer",488,1344
"OK","Harmon",264,659
"OK","Harper",173,1261
"OK","Haskell",1175,3069
"OK","Hughes",1370,2836
"OK","Jackson",1953,5962
"OK","Jefferson",602,1632
"OK","Johnston",1134,2644
"OK","Kay",4624,11498
"OK","Kingfisher",844,4510
"OK","Kiowa",1101,2309
"OK","Latimer",1169,2620
"OK","LeFlore",4658,11172
"OK","Lincoln",3265,9542
"OK","Logan",4686,12297
"OK","Love",1034,2436
"OK","Major",446,2700
"OK","Marshall",1396,3744
"OK","Mayes",4822,9634
"OK","McClain",3191,11108
"OK","McCurtain",2440,7633
"OK","McIntosh",2767,4498
"OK","Murray",1540,3606
"OK","Muskogee",9943,13392
"OK","Noble",1142,3484
"OK","Nowata",1244,2832
"OK","Okfuskee",1251,2328
"OK","Oklahoma",106812,149525
"OK","Okmulgee",5416,7712
"OK","Osage",6695,11218
"OK","Ottawa",3508,6465
"OK","Pawnee",1813,4228
"OK","Payne",9193,16467
"OK","Pittsburg",4813,10785
"OK","Pontotoc",3934,8921
"OK","Pottawatomie",7182,16240
"OK","Pushmataha",1043,3087
"OK","Roger Mills",272,1402
"OK","Rogers",9146,27531
"OK","Seminole",2597,4852
"OK","Sequoyah",4193,9573
"OK","Stephens",3939,12907
"OK","Texas",854,4908
"OK","Tillman",906,1813
"OK","Tulsa",82633,144908
"OK","Wagoner",7773,20848
"OK","Washington",5532,15667
"OK","Washita",821,3482
"OK","Woods",670,2725
"OK","Woodward",1129,5936
"OR","Baker",2364,5692
"OR","Benton",27662,14922
"OR","Clackamas",94013,87551
"OR","Clatsop",9616,7101
"OR","Columbia",11843,10645
"OR","Coos",12628,14398
"OR","Crook",3081,6769
"OR","Curry",4611,6577
"OR","Deschutes",34985,40670
"OR","Douglas",17032,30588
"OR","Gilliam",371,637
"OR","Grant",834,2848
"OR","Harney",829,2599
"OR","Hood River",5977,3400
"OR","Jackson",42341,46974
"OR","Jefferson",3238,4576
"OR","Josephine",14929,23636
"OR","Klamath",8140,18654
"OR","Lake",769,2801
"OR","Lane",99891,60979
"OR","Lincoln",13277,8623
"OR","Linn",19893,28482
"OR","Malheur",2701,6751
"OR","Marion",54337,58435
"OR","Morrow",1189,2524
"OR","Multnomah",261222,71947
"OR","Polk",15761,17377
"OR","Sherman",317,677
"OR","Tillamook",6249,5670
"OR","Umatilla",8499,15425
"OR","Union",3943,7608
"OR","Wallowa",1252,2796
"OR","Wasco",5066,5152
"OR","Washington",124431,86551
"OR","Wheeler",262,542
"OR","Yamhill",18906,21711
"PA","Adams",14893,26490
"PA","Allegheny",348151,259304
"PA","Armstrong",8694,19231
"PA","Beaver",36833,42118
"PA","Bedford",4730,16509
"PA","Berks",79895,80857
"PA","Blair",15516,31500
"PA","Bradford",8291,13827
"PA","Bucks",159598,155876
"PA","Butler",28385,59416
"PA","Cambria",23181,33464
"PA","Cameron",677,1264
"PA","Carbon",11040,12710
"PA","Centre",33677,33697
"PA","Chester",122232,123280
"PA","Clarion",4731,10228
"PA","Clearfield",11093,20303
"PA","Clinton",5503,6941
"PA","Columbia",10424,13445
"PA","Crawford",13024,19497
"PA","Cumberland",43983,64365
"PA","Dauphin",64209,56838
"PA","Delaware",164805,105270
"PA","Elk",5144,7099
"PA","Erie",65136,46102
"PA","Fayette",21841,25845
"PA","Forest",894,1381
"PA","Franklin",18910,43072
"PA","Fulton",1297,4780
"PA","Greene",5564,7985
"PA","Huntingdon",5383,11953
"PA","Indiana",14403,21187
"PA","Jefferson",4535,12288
"PA","Juniata",2533,6821
"PA","Lackawanna",61309,34730
"PA","Lancaster",87108,129364
"PA","Lawrence",17427,20915
"PA","Lebanon",18975,34010
"PA","Lehigh",77029,66091
"PA","Luzerne",63974,57969
"PA","Lycoming",15104,30490
"PA","McKean",5260,9494
"PA","Mercer",23082,24304
"PA","Mifflin",4259,11893
"PA","Monroe",33431,25100
"PA","Montgomery",227561,169903
"PA","Montour",3026,4636
"PA","Northampton",65014,59242
"PA","Northumberland",12392,18516
"PA","Perry",5430,12511
"PA","Philadelphia",557024,91840
"PA","Pike",10170,12713
"PA","Potter",1892,5199
"PA","Schuylkill",24453,32156
"PA","Snyder",4672,10050
"PA","Somerset",9420,23935
"PA","Sullivan",1028,1859
"PA","Susquehanna",6891,10735
"PA","Tioga",5053,10599
"PA","Union",6063,9863
"PA","Venango",7469,12928
"PA","Warren",6768,9415
"PA","Washington",38503,50455
"PA","Wayne",8138,12531
"PA","Westmoreland",63380,103429
"PA","Wyoming",4812,6189
"PA","York",72126,111576
"RI","Bristol",14943,9216
"RI","Kent",44966,30786
"RI","Newport",23507,16343
"RI","Providence",156022,74344
"RI","Washington",34904,24666
"SC","Abbeville",4507,5923
"SC","Aiken",23953,41157
"SC","Allendale",3335,894
"SC","Anderson",22315,48493
"SC","Bamberg",4600,2190
"SC","Barnwell",5182,4655
"SC","Beaufort",29775,42580
"SC","Berkeley",24239,35764
"SC","Calhoun",4043,3705
"SC","Charleston",81027,77248
"SC","Cherokee",7219,13306
"SC","Chester",7839,6336
"SC","Chesterfield",7942,8488
"SC","Clarendon",8967,6890
"SC","Colleton",8470,8439
"SC","Darlington",15452,14429
"SC","Dillon",7623,5477
"SC","Dorchester",23390,32469
"SC","Edgefield",4965,6511
"SC","Fairfield",7743,3996
"SC","Florence",28508,28825
"SC","Georgetown",14119,16476
"SC","Greenville",67378,120514
"SC","Greenwood",11884,16290
"SC","Hampton",5814,3310
"SC","Horry",36620,66653
"SC","Jasper",5727,4169
"SC","Kershaw",10821,15846
"SC","Lancaster",13345,19273
"SC","Laurens",10297,14726
"SC","Lee",5972,2829
"SC","Lexington",34007,76392
"SC","Marion",9518,5114
"SC","Marlboro",7554,4010
"SC","McCormick",2637,2460
"SC","Newberry",6891,9218
"SC","Oconee",8537,21573
"SC","Orangeburg",30454,11888
"SC","Pickens",11122,33385
"SC","Richland",94350,46725
"SC","Saluda",3322,5130
"SC","Spartanburg",40920,65951
"SC","Sumter",27550,19266
"SC","Union",5748,6566
"SC","Williamsburg",11318,4819
"SC","York",38757,59149
"SD","Aurora",556,804
"SD","Beadle",2881,4230
"SD","Bennett",548,626
"SD","Bon Homme",1167,1830
"SD","Brookings",5826,6219
"SD","Brown",7249,8320
"SD","Brule",824,1499
"SD","Buffalo",472,166
"SD","Butte",1000,3068
"SD","Campbell",153,616
"SD","Charles Mix",1482,2229
"SD","Clark",713,1067
"SD","Clay",2955,2146
"SD","Codington",4588,6696
"SD","Corson",647,515
"SD","Custer",1335,3062
"SD","Davison",3042,4754
"SD","Day",1497,1320
"SD","Deuel",941,1175
"SD","Dewey",1207,663
"SD","Douglas",332,1334
"SD","Edmunds",622,1264
"SD","Fall River",1137,2256
"SD","Faulk",331,765
"SD","Grant",1493,2034
"SD","Gregory",599,1507
"SD","Haakon",138,940
"SD","Hamlin",921,1803
"SD","Hand",575,1242
"SD","Hanson",760,1627
"SD","Harding",82,638
"SD","Hughes",2786,5219
"SD","Hutchinson",923,2451
"SD","Hyde",189,531
"SD","Jackson",426,661
"SD","Jerauld",452,538
"SD","Jones",108,490
"SD","Kingsbury",1092,1451
"SD","Lake",2724,3419
"SD","Lawrence",3973,7025
"SD","Lincoln",7982,13611
"SD","Lyman",605,933
"SD","Marshall",1061,889
"SD","McCook",905,1655
"SD","McPherson",272,921
"SD","Meade",2928,7560
"SD","Mellette",375,381
"SD","Miner",479,636
"SD","Minnehaha",34668,40330
"SD","Moody",1429,1535
"SD","Pennington",15122,28229
"SD","Perkins",319,1205
"SD","Potter",339,1029
"SD","Roberts",2302,1883
"SD","Sanborn",389,688
"SD","Shannon",2922,188
"SD","Spink",1300,1670
"SD","Stanley",435,1063
"SD","Sully",186,611
"SD","Todd",1976,498
"SD","Tripp",737,1905
"SD","Turner",1411,2715
"SD","Union",2782,4698
"SD","Walworth",671,1731
"SD","Yankton",4208,5463
"SD","Ziebach",439,314
"TN","Anderson",10112,18941
"TN","Bedford",4207,10026
"TN","Benton",2255,3850
"TN","Bledsoe",1267,3022
"TN","Blount",12925,35417
"TN","Bradley",8035,27417
"TN","Campbell",3327,8602
"TN","Cannon",1560,3308
"TN","Carroll",3475,7219
"TN","Carter",4786,15496
"TN","Cheatham",4656,10266
"TN","Chester",1622,4672
"TN","Claiborne",2433,7617
"TN","Clay",1037,1747
"TN","Cocke",2804,8459
"TN","Coffee",5865,13013
"TN","Crockett",1669,3782
"TN","Cumberland",6260,18651
"TN","Davidson",138899,94464
"TN","Decatur",1302,2873
"TN","DeKalb",2168,4134
"TN","Dickson",6228,11287
"TN","Dyer",3757,9921
"TN","Fayette",6683,12682
"TN","Fentress",1559,5240
"TN","Franklin",5594,10252
"TN","Gibson",6564,12883
"TN","Giles",3759,6914
"TN","Grainger",1668,5469
"TN","Greene",6216,17234
"TN","Grundy",1637,2502
"TN","Hamblen",5229,14515
"TN","Hamilton",58794,79877
"TN","Hancock",475,1527
"TN","Hardeman",5479,4864
"TN","Hardin",2467,7886
"TN","Hawkins",5086,14376
"TN","Haywood",4567,2960
"TN","Henderson",2516,7418
"TN","Henry",4337,8187
"TN","Hickman",2693,4756
"TN","Houston",1400,1579
"TN","Humphreys",2904,3829
"TN","Jackson",1736,2380
"TN","Jefferson",4230,13037
"TN","Johnson",1483,4611
"TN","Knox",57594,106411
"TN","Lake",884,1163
"TN","Lauderdale",4010,4616
"TN","Lawrence",4237,10770
"TN","Lewis",1445,3116
"TN","Lincoln",3283,9791
"TN","Loudon",5057,16701
"TN","Macon",1552,5259
"TN","Madison",18360,21989
"TN","Marion",3952,6268
"TN","Marshall",3722,6823
"TN","Maury",11819,20698
"TN","McMinn",4603,12958
"TN","McNairy",2643,7010
"TN","Meigs",1163,2728
"TN","Monroe",4368,11717
"TN","Montgomery",24349,30159
"TN","Moore",705,2053
"TN","Morgan",1722,4668
"TN","Obion",3320,8814
"TN","Overton",2802,4772
"TN","Perry",992,1578
"TN","Pickett",711,1707
"TN","Polk",1856,4108
"TN","Putnam",7793,17242
"TN","Rhea",2625,7793
"TN","Roane",6014,14719
"TN","Robertson",8289,17641
"TN","Rutherford",36400,60829
"TN","Scott",1452,5117
"TN","Sequatchie",1488,3541
"TN","Sevier",7415,25979
"TN","Shelby",232201,135536
"TN","Smith",2467,4492
"TN","Stewart",2069,2963
"TN","Sullivan",15303,43528
"TN","Sumner",18571,45979
"TN","Tipton",7020,16395
"TN","Trousdale",1238,1610
"TN","Unicoi",1909,5028
"TN","Union",1474,4278
"TN","Van Buren",875,1384
"TN","Warren",4748,8007
"TN","Washington",14318,32787
"TN","Wayne",1163,4251
"TN","Weakley",3547,8601
"TN","White",2793,6192
"TN","Williamson",24328,68090
"TN","Wilson",14669,36076
"TX","Anderson",3796,12235
"TX","Andrews",794,3636
"TX","Angelina",7833,20301
"TX","Aransas",2703,6829
"TX","Archer",525,3599
"TX","Armstrong",98,828
"TX","Atascosa",5128,7451
"TX","Austin",2252,9260
"TX","Bailey",466,1336
"TX","Bandera",1859,7423
"TX","Bastrop",9860,14019
"TX","Baylor",267,1297
"TX","Bee",3451,4354
"TX","Bell",35315,49369
"TX","Bexar",263871,240519
"TX","Blanco",1220,3637
"TX","Borden",32,324
"TX","Bosque",1366,5873
"TX","Bowie",10184,24840
"TX","Brazoria",34327,70684
"TX","Brazos",17440,37152
"TX","Brewster",1765,1975
"TX","Briscoe",117,576
"TX","Brooks",1886,507
"TX","Brown",1904,11894
"TX","Burleson",1705,4671
"TX","Burnet",3672,12828
"TX","Caldwell",4787,6018
"TX","Calhoun",2510,4145
"TX","Callahan",751,4376
"TX","Cameron",49159,24955
"TX","Camp",1428,2878
"TX","Carson",292,2450
"TX","Cass",2921,8747
"TX","Castro",630,1470
"TX","Chambers",2780,11761
"TX","Cherokee",3935,12291
"TX","Childress",320,1665
"TX","Clay",740,4266
"TX","Cochran",256,648
"TX","Coke",179,1216
"TX","Coleman",441,3007
"TX","Collin",100754,195933
"TX","Collingsworth",177,962
"TX","Colorado",2024,6015
"TX","Comal",11437,39291
"TX","Comanche",890,3940
"TX","Concho",194,793
"TX","Cooke",2240,11901
"TX","Coryell",5141,11193
"TX","Cottle",180,553
"TX","Crane",275,985
"TX","Crockett",480,957
"TX","Crosby",639,1132
"TX","Culberson",566,294
"TX","Dallam",253,1248
"TX","Dallas",403170,294339
"TX","Dawson",1017,2591
"TX","Deaf Smith",1239,3042
"TX","Delta",454,1524
"TX","Denton",79917,156105
"TX","DeWitt",1463,5114
"TX","Dickens",216,793
"TX","Dimmit",2141,762
"TX","Donley",226,1286
"TX","Duval",3331,979
"TX","Eastland",970,5443
"TX","Ector",8095,23936
"TX","Edwards",232,641
"TX","El Paso",112273,56517
"TX","Ellis",13803,39353
"TX","Erath",1965,10325
"TX","Falls",2033,3356
"TX","Fannin",2482,8143
"TX","Fayette",2311,8098
"TX","Fisher",512,1094
"TX","Floyd",551,1523
"TX","Foard",140,346
"TX","Fort Bend",101043,116028
"TX","Franklin",750,3446
"TX","Freestone",1848,5644
"TX","Frio",2376,1559
"TX","Gaines",535,3484
"TX","Galveston",39162,68594
"TX","Garza",276,1262
"TX","Gillespie",2055,10305
"TX","Glasscock",44,526
"TX","Goliad",1127,2294
"TX","Gonzales",1773,4213
"TX","Gray",885,6428
"TX","Grayson",10665,30907
"TX","Gregg",12336,28665
"TX","Grimes",2339,6141
"TX","Guadalupe",15654,32959
"TX","Hale",2228,6417
"TX","Hall",265,832
"TX","Hamilton",591,2918
"TX","Hansford",158,1787
"TX","Hardeman",302,1176
"TX","Hardin",3358,17744
"TX","Harris",585451,584866
"TX","Harrison",8431,17471
"TX","Hartley",183,1700
"TX","Haskell",551,1422
"TX","Hays",25448,31577
"TX","Hemphill",192,1298
"TX","Henderson",6094,21202
"TX","Hidalgo",97879,39786
"TX","Hill",2745,9128
"TX","Hockley",1482,5543
"TX","Hood",3829,18341
"TX","Hopkins",2775,9834
"TX","Houston",2235,5839
"TX","Howard",1042,4032
"TX","Hudspeth",379,471
"TX","Hunt",6658,20976
"TX","Hutchinson",1042,6797
"TX","Irion",112,668
"TX","Jack",303,2580
"TX","Jackson",1068,3903
"TX","Jasper",3402,9924
"TX","Jeff Davis",440,717
"TX","Jefferson",44626,43214
"TX","Jim Hogg",1301,356
"TX","Jim Wells",6492,4595
"TX","Johnson",10481,37609
"TX","Jones",1225,4258
"TX","Karnes",1324,2823
"TX","Kaufman",9451,24804
"TX","Kendall",3035,14467
"TX","Kenedy",82,83
"TX","Kent",66,334
"TX","Kerr",4325,17225
"TX","Kimble",217,1667
"TX","King",5,139
"TX","Kinney",522,880
"TX","Kleberg",4752,4056
"TX","Knox",332,1160
"TX","La Salle",965,669
"TX","La Vaca",1427,6788
"TX","Lamar",4173,12814
"TX","Lamb",998,3056
"TX","Lampasas",1457,5583
"TX","Lee",1630,4504
"TX","Leon",1061,5812
"TX","Liberty",5196,17304
"TX","Limestone",2208,5288
"TX","Lipscomb",119,1044
"TX","Live Oak",915,3153
"TX","Llano",1818,7560
"TX","Loving",9,54
"TX","Lubbock",26088,63133
"TX","Lynn",464,1377
"TX","Madison",964,3028
"TX","Marion",1487,2730
"TX","Martin",247,1338
"TX","Mason",380,1562
"TX","Matagorda",3972,8026
"TX","Maverick",8302,2171
"TX","McCulloch",537,2419
"TX","McLennan",25688,47885
"TX","McMullen",67,436
"TX","Medina",4760,11016
"TX","Menard",170,663
"TX","Midland",8223,35452
"TX","Milam",2632,5478
"TX","Mills",279,1882
"TX","Mitchell",536,1754
"TX","Montague",1116,6539
"TX","Montgomery",32852,137822
"TX","Moore",963,3967
"TX","Morris",1856,3226
"TX","Motley",55,538
"TX","Nacogdoches",6441,13910
"TX","Navarro",4348,10838
"TX","Newton",1721,4399
"TX","Nolan",1216,3277
"TX","Nueces",45666,48779
"TX","Ochiltree",253,2718
"TX","Oldham",71,786
"TX","Orange",6797,23361
"TX","Palo Pinto",1810,7392
"TX","Panola",2211,7941
"TX","Parker",7804,38980
"TX","Parmer",528,2005
"TX","Pecos",1591,2512
"TX","Polk",4836,14019
"TX","Potter",7114,18905
"TX","Presidio",1273,504
"TX","Rains",754,3265
"TX","Randall",7553,41366
"TX","Reagan",158,676
"TX","Real",277,1236
"TX","Red River",1482,3549
"TX","Reeves",1649,1185
"TX","Refugio",998,1659
"TX","Roberts",25,408
"TX","Robertson",2792,4416
"TX","Rockwall",8112,27098
"TX","Runnels",517,3103
"TX","Rusk",4451,13924
"TX","Sabine",806,3726
"TX","San Augustine",1193,2469
"TX","San Jacinto",2410,7105
"TX","San Patricio",7854,11994
"TX","San Saba",323,1905
"TX","Schleicher",220,781
"TX","Scurry",837,4121
"TX","Shackelford",131,1218
"TX","Shelby",2318,6870
"TX","Sherman",121,908
"TX","Smith",22101,61858
"TX","Somervell",609,2858
"TX","Starr",10248,1540
"TX","Stephens",475,2891
"TX","Sterling",31,459
"TX","Stonewall",160,507
"TX","Sutton",369,1110
"TX","Swisher",579,1654
"TX","Tarrant",252789,348686
"TX","Taylor",9725,32853
"TX","Terrell",184,358
"TX","Terry",1059,2602
"TX","Throckmorton",109,700
"TX","Titus",2638,6062
"TX","Tom Green",9246,26749
"TX","Travis",231540,139503
"TX","Trinity",1614,4537
"TX","Tyler",1659,5889
"TX","Upshur",2953,11948
"TX","Upton",332,952
"TX","Uvalde",3824,4526
"TX","Val Verde",6267,5612
"TX","Van Zandt",3083,15790
"TX","Victoria",8795,19684
"TX","Walker",5283,9569
"TX","Waller",6401,9158
"TX","Ward",836,2364
"TX","Washington",3378,10850
"TX","Webb",37592,11074
"TX","Wharton",4235,9750
"TX","Wheeler",232,1878
"TX","Wichita",10490,29756
"TX","Wilbarger",971,2956
"TX","Willacy",3595,1415
"TX","Williamson",61812,96910
"TX","Wilson",4819,12205
"TX","Winkler",398,1331
"TX","Wise",3219,17178
"TX","Wood",3052,14317
"TX","Yoakum",409,1698
"TX","Young",992,6225
"TX","Zapata",2517,993
"TX","Zavala",3042,574
"UT","Beaver",341,2153
"UT","Box Elder",1830,15969
"UT","Cache",5434,30818
"UT","Carbon",2204,4834
"UT","Daggett",91,399
"UT","Davis",20417,90030
"UT","Duchesne",570,5608
"UT","Emery",569,3743
"UT","Garfield",306,1811
"UT","Grand",1678,1917
"UT","Iron",1720,11172
"UT","Juab",436,3400
"UT","Kane",718,2463
"UT","Millard",424,4421
"UT","Morgan",386,3910
"UT","Piute",74,696
"UT","Rich",83,907
"UT","Salt Lake",132686,198739
"UT","San Juan",2062,3006
"UT","Sanpete",889,7767
"UT","Sevier",701,6961
"UT","Summit",7656,8464
"UT","Tooele",3794,12240
"UT","Uintah",962,10001
"UT","Utah",15791,142337
"UT","Wasatch",2097,6852
"UT","Washington",7762,41104
"UT","Wayne",213,1087
"UT","Weber",17569,48938
"VA","Accomack",7653,8212
"VA","Albemarle",29712,23263
"VA","Alexandria",52434,20205
"VA","Alleghany",3403,3595
"VA","Amelia",2488,4324
"VA","Amherst",5898,8865
"VA","Appomattox",2453,5340
"VA","Arlington",81178,34433
"VA","Augusta",9448,23614
"VA","Bath",894,1274
"VA","Bedford",10925,29281
"VA","Bedford City",1225,1527
"VA","Bland",735,2144
"VA","Botetourt",5449,12471
"VA","Bristol",2487,4776
"VA","Brunswick",4993,2965
"VA","Buchanan",3094,6436
"VA","Buckingham",3747,3569
"VA","Buena Vista",919,1564
"VA","Campbell",7591,17687
"VA","Caroline",7258,6148
"VA","Carroll",3500,8351
"VA","Charles City",2772,1396
"VA","Charlotte",2502,3311
"VA","Charlottesville",16267,4801
"VA","Chesapeake",54999,53845
"VA","Chesterfield",78954,91174
"VA","Clarke",3237,4295
"VA","Colonial Heights",2541,5937
"VA","Covington",1319,975
"VA","Craig",830,1757
"VA","Culpeper",8263,11549
"VA","Cumberland",2422,2538
"VA","Danville",12215,7756
"VA","Dickenson",2472,4274
"VA","Dinwiddie",6425,6769
"VA","Emporia",1793,886
"VA","Essex",3009,2602
"VA","Fairfax",260835,173786
